"tag","timeStamp","duration"
"NA","00:00","0"
"DST_Two_Windows_start","12:57","56"
"DST_Two_Windows_Incorrect","13:29","1"
"DST_Two_Windows_Incorrect","13:31","1"
"DST_Two_Windows_Incorrect","13:44","1"
"DST_Two_Windows_Incorrect","13:45","1"
"DST_Two_Windows_Incorrect","13:54","1"
"DST_Two_Windows_Incorrect","14:05","1"
"DST_Two_Windows_Incorrect","14:21","1"
"DST_Two_Windows_Incorrect","14:24","1"
"Benton_Two_Windows_start","14:33","30"
"DST_Red_Classroom_start","15:25","89"
"DST_Red_Classroom_Incorrect","16:14","1"
"DST_Red_Classroom_Incorrect","16:15","1"
"DST_Red_Classroom_Incorrect","16:19","1"
"DST_Red_Classroom_Incorrect","16:39 16:43","1"
"DST_Red_Classroom_Incorrect","16:44","1"
"DST_Red_Classroom_Incorrect","16:48   ","1"
"Benton_Red_Classroom_start","17:00","24"
"Benton_Red_Classroom_Incorrect","17:13","1"
"DST_With_Teacher_start","17:47","84"
"DST_With_Teacher_Incorrect","18:15","1"
"DST_With_Teacher_Incorrect","18:16","1"
"DST_With_Teacher_Incorrect","18:37","1"
"DST_With_Teacher_Incorrect","18:45","1"
"DST_With_Teacher_Incorrect","18:56","1"
"DST_With_Teacher_Incorrect","19:06","1"
"DST_With_Teacher_Incorrect","19:11","1"
"Benton_With_Teacher_start","19:19","37"
"DST_One_Window_start","22:37","92"
"DST_One_Window_Incorrect","23:29","1"
"DST_One_Window_Incorrect","23:45","1"
"DST_One_Window_Incorrect","23:51","1"
"DST_One_Window_Incorrect","23:57","1"
"DST_One_Window_Incorrect","24:06","1"
"DST_One_Window_Incorrect","24:07","1"
"Benton_One_Window_start","24:16","29"
"DST_Blue_Classroom_start","27:41","82"
"DST_Blue_Classroom_Incorrect","28:04","1"
"DST_Blue_Classroom_Incorrect","28:07","1"
"DST_Blue_Classroom_Incorrect","28:27","1"
"DST_Blue_Classroom_Incorrect","28:28","1"
"DST_Blue_Classroom_Incorrect","28:32","1"
"DST_Blue_Classroom_Incorrect","28:43","1"
"DST_Blue_Classroom_Incorrect","28:54","1"
"DST_Blue_Classroom_Incorrect","28:58","1"
"DST_Blue_Classroom_Incorrect","28:59","1"
"Benton_Blue_Classroom_start","29:10","31"
"Benton_Blue_Classroom_Incorrect","29:16","1"
"Stroop_Red_Classroom_start","36:32","26 "
"Stroop_Red_Classroom_Incorrect","36:45","1"
"Stroop_Red_Classroom_Incorrect","36:51","1"
"PST_Red_Classroom_start","37:04","21"
"VMT_Red_Classroom_start","37:31","55"
"VMT_Red_Classroom_Incorrect","38:02","1"
"VMT_Red_Classroom_Incorrect","38:07","1"
"Stroop_Blue_Classroom_Incorrect","41:23","1"
"Stroop_Blue_Classroom_Incorrect","41:24","1"
"Stroop_Blue_Classroom_Incorrect","41:27","1"
"Stroop_Blue_Classroom_Incorrect","41:27","1"
"PST_Blue_Classroom_start","41:54","16"
"PST_Blue_Classroom_Incorrect","41:57","1"
"VMT_Blue_Classroom_start","42:16","44"
"VMT_Blue_Classroom_Incorrect","42:32","1"
"Stroop_Blue_Classroom_start","43:16","27"
"Stroop_One_Window_start","45:18","27"
"PST_One_Window_start","45:56","14"
"PST_One_Window_Incorrect","46:10","1"
"VMT_One_Window_start","46:18","51"
"VMT_One_Window_Incorrect","46:59","1"
"Stroop_Two_Windows_start","47:26","26"
"PST_Two_Windows_start","48:06","15"
"PST_Two_Windows_Incorrect","48:10","1"
"VMT_Two_Windows_start","48:28","75"
"VMT_Two_Windows_Incorrect","49:18","1"
"VMT_Two_Windows_Incorrect","49:22","1"
"VMT_Two_Windows_Incorrect","49:30","1"
"VMT_Two_Windows_Incorrect","49:33","1"
"VMT_Two_Windows_Incorrect","49:35","1"
"VMT_Two_Windows_Incorrect","49:38","1"
"Stroop_With_Teacher_start","50:04","26"
"PST_With_Teacher_start","50:41","15"
"PST_With_Teacher_Incorrect","50:47","1"
"PST_With_Teacher_Incorrect","50:48","1"
"PST_With_Teacher_Incorrect","50:52","1"
"PST_With_Teacher_Incorrect","50:55","1"
"VMT_With_Teacher_start","51:05","74"
"VMT_With_Teacher_Incorrect","51:35","1"
"VMT_With_Teacher_Incorrect","51:47","1"
"VMT_With_Teacher_Incorrect","51:50","1"
"VMT_With_Teacher_Incorrect","52:14","1"
"VMT_With_Teacher_Incorrect","52:16","1"
"Benton_One_Window_Incorrect","N/A","1"
"Stroop_One_Window_Incorrect","N/A","1"
"Benton_Two_Windows_Incorrect","N/A","1"
"Stroop_Two_Windows_Incorrect","N/A","1"
"PST_Red_Classroom_Incorrect","N/A","1"
"Benton_With_Teacher_Incorrect","N/A","1"
"Stroop_With_Teacher_Incorrect","N/A","1"
