"tag","timeStamp","duration"
"NA","00:00","0"
"DST_With_Teacher_start","10:35","68"
"DST_With_Teacher_Incorrect","11:15","1"
"DST_With_Teacher_Incorrect","11:16","1"
"DST_With_Teacher_Incorrect","11:18","1"
"DST_With_Teacher_Incorrect","11:29","1"
"DST_With_Teacher_Incorrect","11:36","1"
"DST_With_Teacher_Incorrect","11:39","1"
"DST_With_Teacher_Incorrect","11:41","1"
"Benton_With_Teacher_start","11:49","29"
"DST_Blue_Classroom_start","16:50","61"
"DST_Blue_Classroom_Incorrect","17:50","1"
"Benton_Blue_Classroom_start","17:57","25"
"Benton_Blue_Classroom_Incorrect","18:09","1"
"DST_One_Window_start","18:47","67"
"DST_One_Window_Incorrect","19:25","1"
"DST_One_Window_Incorrect","19:27","1"
"DST_One_Window_Incorrect","19:39","1"
"DST_One_Window_Incorrect","19:53","1"
"Benton_One_Window_start","20:03","20"
"DST_Red_Classroom_start","22:46","72"
"DST_Red_Classroom_Incorrect","23:28","1"
"DST_Red_Classroom_Incorrect","23:37","1"
"DST_Red_Classroom_Incorrect","23:56","1"
"Benton_Red_Classroom_start","24:04","27"
"DST_Two_Windows_start","24:51","63"
"DST_Two_Windows_Incorrect","25:36","1"
"DST_Two_Windows_Incorrect","25:38","1"
"DST_Two_Windows_Incorrect","25:50","1"
"DST_Two_Windows_Incorrect","25:50","1"
"Benton_Two_Windows_start","26:02","24"
"Stroop_Blue_Classroom_start","27:53","27"
"Stroop_Blue_Classroom_Incorrect","28:05","1"
"PST_Blue_Classroom_start","28:33","15"
"VMT_Blue_Classroom_start","28:54","35"
"VMT_Blue_Classroom_Incorrect","29:06","1"
"Stroop_One_Window_start","29:47","26"
"PST_One_Window_start","30:27","15"
"VMT_One_Window_start","30:51","38"
"VMT_One_Window_Incorrect","30:59","1"
"VMT_One_Window_Incorrect","31:22","1"
"Stroop_With_Teacher_start","31:45","26"
"PST_With_Teacher_start","32:22","15"
"VMT_With_Teacher_start","32:44","32"
"Stroop_Two_Windows_start","35:28 ","26"
"Stroop_Two_Windows_Incorrect","35:43 ","1"
"PST_Two_Windows_start","36:06","16"
"VMT_Two_Windows_start","36:28","37"
"VMT_Two_Windows_Incorrect","36:33","1"
"VMT_Two_Windows_Incorrect","36:33","1"
"VMT_Two_Windows_Incorrect","36:51","1"
"VMT_Two_Windows_Incorrect","37:02","1"
"Stroop_Red_Classroom_start","39:15","27"
"Stroop_Red_Classroom_Incorrect","39:21","1"
"Stroop_Red_Classroom_Incorrect","39:25","1"
"Stroop_Red_Classroom_Incorrect","39:36","1"
"PST_Red_Classroom_start","39:53","15"
"VMT_Red_Classroom_start","40:15","33"
"Benton_One_Window_Incorrect","all correct","1"
"Stroop_One_Window_Incorrect","all correct","1"
"PST_One_Window_Incorrect","all correct","1"
"Benton_Two_Windows_Incorrect","all correct","1"
"PST_Two_Windows_Incorrect","all correct","1"
"PST_Blue_Classroom_Incorrect","all correct","1"
"Benton_Red_Classroom_Incorrect","all correct","1"
"PST_Red_Classroom_Incorrect","all correct","1"
"VMT_Red_Classroom_Incorrect","all correct","1"
"Benton_With_Teacher_Incorrect","all correct","1"
"Stroop_With_Teacher_Incorrect","all correct","1"
"PST_With_Teacher_Incorrect","all correct","1"
"VMT_With_Teacher_Incorrect","all correct","1"
