"tag","timeStamp","duration"
"NA","00:00","0"
"DST_Teach_Start","00:10:35","68"
"DST_Teach_Incorrect","00:11:15","1"
"DST_Teach_Incorrect","00:11:16","1"
"DST_Teach_Incorrect","00:11:18","1"
"DST_Teach_Incorrect","00:11:29","1"
"DST_Teach_Incorrect","00:11:36","1"
"DST_Teach_Incorrect","00:11:39","1"
"DST_Teach_Incorrect","00:11:41","1"
"BT_Teach_Start","00:11:49","29"
"DST_Blue_Start","00:16:50","61"
"DST_Blue_Incorrect","00:17:50","1"
"BT_Blue_Start","00:17:57","25"
"BT_Blue_Incorrect","00:18:09","1"
"DST_One_Start","00:18:47","67"
"DST_One_Incorrect","00:19:25","1"
"DST_One_Incorrect","00:19:27","1"
"DST_One_Incorrect","00:19:39","1"
"DST_One_Incorrect","00:19:53","1"
"BT_One_Start","00:20:03","20"
"DST_Red_Start","00:22:46","72"
"DST_Red_Incorrect","00:23:28","1"
"DST_Red_Incorrect","00:23:37","1"
"DST_Red_Incorrect","00:23:56","1"
"BT_Red_Start","00:24:04","27"
"DST_Two_Start","00:24:51","63"
"DST_Two_Incorrect","00:25:36","1"
"DST_Two_Incorrect","00:25:38","1"
"DST_Two_Incorrect","00:25:50","1"
"DST_Two_Incorrect","00:25:50","1"
"BT_Two_Start","00:26:02","24"
"ST_Blue_Start","00:27:53","27"
"ST_Blue_Incorrect","00:28:05","1"
"PST_Blue_Start","00:28:33","15"
"VMT_Blue_Start","00:28:54","35"
"VMT_Blue_Incorrect","00:29:06","1"
"ST_One_Start","00:29:47","26"
"PST_One_Start","00:30:27","15"
"VMT_One_Start","00:30:51","38"
"VMT_One_Incorrect","00:30:59","1"
"VMT_One_Incorrect","00:31:22","1"
"ST_Teach_Start","00:31:45","26"
"PST_Teach_Start","00:32:22","15"
"VMT_Teach_Start","00:32:44","32"
"ST_Two_Start","00:35:28 ","26"
"ST_Two_Incorrect","00:35:43 ","1"
"PST_Two_Start","00:36:06","16"
"VMT_Two_Start","00:36:28","37"
"VMT_Two_Incorrect","00:36:33","1"
"VMT_Two_Incorrect","00:36:33","1"
"VMT_Two_Incorrect","00:36:51","1"
"VMT_Two_Incorrect","00:37:02","1"
"ST_Red_Start","00:39:15","27"
"ST_Red_Incorrect","00:39:21","1"
"ST_Red_Incorrect","00:39:25","1"
"ST_Red_Incorrect","00:39:36","1"
"PST_Red_Start","00:39:53","15"
"VMT_Red_Start","00:40:15","33"
"BT_One_Incorrect","00:all correct","1"
"ST_One_Incorrect","00:all correct","1"
"PST_One_Incorrect","00:all correct","1"
"BT_Two_Incorrect","00:all correct","1"
"PST_Two_Incorrect","00:all correct","1"
"PST_Blue_Incorrect","00:all correct","1"
"BT_Red_Incorrect","00:all correct","1"
"PST_Red_Incorrect","00:all correct","1"
"VMT_Red_Incorrect","00:all correct","1"
"BT_Teach_Incorrect","00:all correct","1"
"ST_Teach_Incorrect","00:all correct","1"
"PST_Teach_Incorrect","00:all correct","1"
"VMT_Teach_Incorrect","00:all correct","1"
